Santhosh;ThoughtWorks;1900-01-01;2100-01-01;40
Santhosh Kumar;ThoughtWorks;1900-01-01;2100-01-01;22
saradpatel;HP;1900-01-01;2100-01-01;10
sarah novotny;Meteor;1900-01-01;2100-01-01;1
Sascha Peilicke;SUSE;1900-01-01;2100-01-01;55
sateesh;Citrix;1900-01-01;2100-01-01;36
Sathish Nagappan;Nebula;1900-01-01;2100-01-01;7
Satyanarayana Patibandla;Tata Consultancy;1900-01-01;2100-01-01;2
saurabh;NEC;1900-01-01;2100-01-01;4
sbauza;Bull SAS;1900-01-01;2100-01-01;12
Scott DAngelo;HP;1900-01-01;2100-01-01;3
Scott Devoid;Argonne National Lab.;1900-01-01;2100-01-01;2
Scott Moser;Canonical;1900-01-01;2100-01-01;62
Scott Radvan;Red Hat;2013-08-26;2100-01-01;6
scuttlemonkey;Inktank;1900-01-01;2100-01-01;1
sdake;Red Hat;1900-01-01;2100-01-01;213
sean;-Individual;1900-01-01;2100-01-01;3
Sean Chen;VMware;1900-01-01;2100-01-01;9
Sean Dague;IBM;1900-01-01;2100-01-01;257
Sean M. Collins;Comcast;1900-01-01;2100-01-01;10
Sean McCully;Rackspace;1900-01-01;2100-01-01;7
Sean Roberts;Yahoo!;2013-06-19;2100-01-01;43
Sean Winn;Cloudscaling;2013-07-27;2100-01-01;7
Sébastien Han;-Individual;1900-01-01;2100-01-01;2
Seif Lotfy;Deutsche Telekom;1900-01-01;2100-01-01;12
Selvakumar Arumugam;-Individual;1900-01-01;2100-01-01;6
Senhua Huang;Cisco Systems;1900-01-01;2100-01-01;3
Serg Melikyan;Mirantis;1900-01-01;2100-01-01;5
Sergey Kolekonov;Mirantis;2013-07-25;2100-01-01;5
Sergey Kraynev;Mirantis;1900-01-01;2100-01-01;8
Sergey Lukjanov;Mirantis;1900-01-01;2100-01-01;43
Sergey Skripnick;Mirantis;1900-01-01;2100-01-01;31
Sergey Vilgelm;Mirantis;1900-01-01;2100-01-01;13
Shane Wang;Intel;1900-01-01;2100-01-01;16
Shaun McCance;Cisco Systems;1900-01-01;2100-01-01;9
Shawn Hartsock;VMware;1900-01-01;2100-01-01;8
Shengjie Min;Dell;2013-04-28;2100-01-01;7
Shevek;Nebula;1900-01-01;2100-01-01;1
Shiv Haris;Brocade;1900-01-01;2100-01-01;12
Shlomi Sasson;Mellanox Tech.;1900-01-01;2100-01-01;2
Shri Javadekar;Maginatics Inc.;1900-01-01;2100-01-01;1
shu,xinxin;Intel;1900-01-01;2100-01-01;2
Shuangtai Tian;Intel;2013-08-21;2100-01-01;6
shuklash;Rackspace;0000-00-00;2100-01-01;1
Shweta P;Cisco Systems;1900-01-01;2100-01-01;21
Simo Sorce;Red Hat;1900-01-01;2100-01-01;4
Simon Pasquier;-Individual;1900-01-01;2100-01-01;12
Sirisha Devineni;Persistent;1900-01-01;2100-01-01;10
Sirushti Murugesan;-Individual;1900-01-01;2100-01-01;2
siyingchun;Sina;1900-01-01;2100-01-01;13
Slamet Hendry;-Individual;1900-01-01;2100-01-01;1
Sleepsonthefloor;Rackspace;1900-01-01;2012-07-20;378
snaiksat;Big Switch Networks;1900-01-01;2100-01-01;1
Soheil Hassas Yeganeh;University of Toronto;1900-01-01;2100-01-01;1
Solly Ross;Red Hat;1900-01-01;2100-01-01;5
Somik Behera;Nicira;1900-01-01;2012-07-23;15
Somik Behera;VMware;2012-07-23;2100-01-01;2
Soren Hansen;Cisco Systems;2012-01-01;2100-01-01;10
Soren Hansen;Nebula;2011-09-01;2012-01-01;29
Soren Hansen;Rackspace;1900-01-01;2011-09-01;450
Sridar Kandaswamy;Cisco Systems;2013-08-11;2100-01-01;2
Stanislav Vitkovskiy;Fairfax;1900-01-01;2100-01-01;1
Stanisław Pitucha;HP;1900-01-01;2100-01-01;56
Stas Maksimov;Dell;1900-01-01;2100-01-01;1
Stef T;Internap;1900-01-01;2100-01-01;4
Stefano Maffulli;OpenStack Foundation;1900-01-01;2100-01-01;28
Stéphane Albert;Objectif-libre;1900-01-01;2100-01-01;4
Stephen Gordon;Red Hat;1900-01-01;2100-01-01;46
Stephen Ma;HP;1900-01-01;2100-01-01;4
Stephen Mulcahy;HP;1900-01-01;2100-01-01;15
Stephen Sugden;Hatsize Learning Corp.;1900-01-01;2100-01-01;1
Steve Baker;Red Hat;1900-01-01;2100-01-01;357
Steve Leon;HP;2012-11-16;2100-01-01;26
Steve Martinelli;IBM;1900-01-01;2100-01-01;49
Steven Berler;DreamHost;1900-01-01;2100-01-01;2
Steven Deaton;Rackspace;1900-01-01;2100-01-01;2
Steven Hardy;Red Hat;1900-01-01;2100-01-01;486
sthakkar;VMware;1900-01-01;2100-01-01;1
Stuart McLaren;HP;1900-01-01;2100-01-01;74
Subashini Soundararajan;RightScale Inc.;1900-01-01;2100-01-01;1
Subramanian Neelakantan;VMware;1900-01-01;2100-01-01;2
Sudarshan Acharya;Rackspace;2012-04-19;2100-01-01;19
sukhdev;Arista Networks;1900-01-01;2100-01-01;3
Sulochan Acharya;Rackspace;1900-01-01;2100-01-01;20
Sumanth Nagadavalli;Rackspace;2013-07-30;2100-01-01;4
Sumit Naiksatam;Big Switch Networks;2012-10-01;2100-01-01;15
Sumit Naiksatam;Cisco Systems;1900-01-01;2012-10-01;109
Summer Long;Red Hat;1900-01-01;2100-01-01;21
Sunil Thaha;Red Hat;1900-01-01;2100-01-01;3
Surya Prabhakar;Dell;1900-01-01;2100-01-01;1
Sushil Kumar;GlobalLogic;1900-01-01;2100-01-01;1
Svetlana Shturm;Mirantis;1900-01-01;2100-01-01;25
Swaminathan Vasudevan;HP;2013-07-30;2100-01-01;3
Swann Croiset;-Individual;1900-01-01;2100-01-01;10
Swapnil Kulkarni;Calsoft Inc.;1900-01-01;2100-01-01;2
Syed Armani;-Individual;1900-01-01;2100-01-01;7
Sylvain Afchain;eNovance;2013-04-16;2100-01-01;16
Takaaki Suzuki;Midokura;1900-01-01;2100-01-01;4
Tal Kammer;Red Hat;1900-01-01;2100-01-01;2
Tatiana Mazur;Mirantis;1900-01-01;2100-01-01;23
Tatyana Leontovich;Yahoo!;1900-01-01;2100-01-01;17
Teng Li;Sina;1900-01-01;2100-01-01;1
Teran McKinney;Rackspace;2013-08-07;2100-01-01;2
Terri Yu;-Individual;1900-01-01;2100-01-01;15
Terry Wilson;Red Hat;2013-03-28;2100-01-01;1
Therese McHale;HP;1900-01-01;2100-01-01;2
Thiago Morello;Locaweb;1900-01-01;2100-01-01;1
Thierry Carrez;Rackspace;1900-01-01;2100-01-01;275
Thomas Bechtold;JPBerlin;1900-01-01;2100-01-01;4
Thomas Goirand;GPLHost;1900-01-01;2100-01-01;2
Thomas Herve;Rackspace;2013-04-29;2100-01-01;34
Thomas Leaman;HP;2013-07-09;2100-01-01;4
Thomas Maddox;Rackspace;2013-09-09;2100-01-01;2
Thomas Spatzier;IBM;1900-01-01;2100-01-01;7
Thorsten Tarrach;Atomia;1900-01-01;2100-01-01;3
Tiago Mello;IBM;1900-01-01;2100-01-01;40
Tihomir Trifonov;Everbread;1900-01-01;2100-01-01;66
tilottama gaat;Rackspace;1900-01-01;2100-01-01;1
Tim Daly, Jr;Yahoo!;1900-01-01;2100-01-01;3
Tim Miller;Blue Box Group;1900-01-01;2100-01-01;81
Tim Potter;HP;1900-01-01;2100-01-01;1
Tim Schnell;Rackspace;2013-07-16;2100-01-01;2
Tim Simpson;Rackspace;1900-01-01;2100-01-01;141
Tim Smith;Gridcentric;1900-01-01;2100-01-01;1
Timur Sufiev;Mirantis;1900-01-01;2100-01-01;1
Toan Nguyen;Rackspace;1900-01-01;2100-01-01;1
Tobias Stevenson;Virtual Bridges;1900-01-01;2100-01-01;1
Todd Willey;Ansolabs ;1900-01-01;2011-04-01;235
Todd Willey;Rackspace;2011-04-01;2100-01-01;58
Tom Fifield;NeCTAR;2013-06-03;2100-01-01;93
Tom Fifield;University of Melbourne;1900-01-01;2013-06-03;253
Tomas Hancock;HP;1900-01-01;2100-01-01;11
Tomas Sedovic;Red Hat;2012-03-20;2100-01-01;68
Tomasz 'Zen' Napierala;Mirantis;1900-01-01;2100-01-01;2
Tomoe Sugihara;Midokura;1900-01-01;2100-01-01;7
Tong Li;IBM;1900-01-01;2100-01-01;35
Tony NIU;-Individual;1900-01-01;2100-01-01;2
Tony Yang;IBM;2013-06-09;2100-01-01;3
Toshiyuki Hayashi;NTT;1900-01-01;2100-01-01;3
Tracy Jones;VMware;1900-01-01;2100-01-01;3
Tres Henry;Nebula;1900-01-01;2100-01-01;49
Trey Morris;Rackspace;1900-01-01;2100-01-01;322
Troy Toman;Rackspace;1900-01-01;2100-01-01;7
Tushar Patil;NTT;1900-01-01;2100-01-01;86
Tyler North;Piston Cloud;1900-01-01;2100-01-01;2
Tyler Smith;Cisco Systems;1900-01-01;2100-01-01;38
Tzu-Mainn Chen;Red Hat;1900-01-01;2100-01-01;2
umamohan;HP;1900-01-01;2100-01-01;1
Unmesh Gurjar;NTT;1900-01-01;2100-01-01;46
vaddi kiran;Persistent;1900-01-01;2100-01-01;1
Vasiliy Khomenko;Yahoo!;1900-01-01;2100-01-01;11
Venkatesh Sampath;Rackspace;2013-05-31;2100-01-01;6
Vic Howard;Comcast;1900-01-01;2100-01-01;1
Victor Rodionov;Nexenta;1900-01-01;2100-01-01;35
Victor Sergeyev;Mirantis;1900-01-01;2100-01-01;36
Victoria Martínez de la Cruz;-Individual;1900-01-01;2100-01-01;12
vijaya-erukala;Persistent;1900-01-01;2100-01-01;6
Vijendar Komalla;Rackspace;2013-06-21;2100-01-01;12
Vincent Hou;IBM;1900-01-01;2100-01-01;16
Vincent Untz;SUSE;1900-01-01;2100-01-01;25
vinkesh banka;ThoughtWorks;1900-01-01;2100-01-01;63
Vipul Sabhaya;HP;1900-01-01;2100-01-01;17
Viraj Hardikar;HP;1900-01-01;2100-01-01;4
vishvananda;Nebula;2012-07-20;2100-01-01;234
vishvananda;Rackspace;1900-01-01;2012-07-20;1236
Vitaliy Kolosov;Grid Dynamics;2013-09-09;2100-01-01;1
Vladimir Vechkanov;Mirantis;2013-03-22;2100-01-01;3
vladimir.p;Zadara Storage;1900-01-01;2100-01-01;57
Vladislav Kuzmin;Mirantis;2013-08-21;2100-01-01;4
VMTrooper;Cisco Systems;1900-01-01;2100-01-01;3
Vui Lam;VMware;1900-01-01;2100-01-01;2
Walter A. Boring IV;HP;1900-01-01;2100-01-01;50
Walter Batterson;Brinkster Comm.;1900-01-01;2100-01-01;1
Wangpan;NetEase;2012-11-29;2100-01-01;26
Wayne A. Walls;Rackspace;1900-01-01;2100-01-01;2
Wenhao Xu;Zelin;1900-01-01;2100-01-01;6
William Kelly;Rackspace;1900-01-01;2100-01-01;2
William Oprandi;-Individual;1900-01-01;2100-01-01;2
William Wolf;Rackspace;1900-01-01;2100-01-01;179
wingwj;-Individual;1900-01-01;2100-01-01;3
Winson Chan;Intel;2013-05-10;2100-01-01;5
Wu Wenxiang;99cloud;1900-01-01;2100-01-01;35
Xavier Queralt;Red Hat;1900-01-01;2100-01-01;24
xchenum;AT&T;1900-01-01;2100-01-01;2
Xiangyang Chu;Red Hat;1900-01-01;2100-01-01;3
Xiao Chen;IBM;2013-09-11;2100-01-01;1
Xiao Hanyu;-Individual;1900-01-01;2100-01-01;3
xiaoxi_chen;Intel;1900-01-01;2100-01-01;9
Xing Yang;EMC;2012-12-25;2100-01-01;13
xingzhou;IBM;2013-05-27;2100-01-01;9
XueChendi;Intel;2013-07-08;2100-01-01;1
Xuhan Peng;IBM;2013-04-25;2100-01-01;1
xushichao;Sina;1900-01-01;2100-01-01;2
Yair Fried;Red Hat;2013-09-12;2100-01-01;1
YAMAMOTO Takashi;VA Linux;1900-01-01;2100-01-01;4
Yang Hongyang;-Individual;1900-01-01;2100-01-01;1
Yang Yu;IBM;2013-04-17;2100-01-01;10
YangLei;IBM;2013-05-28;2100-01-01;9
Yangyang Zheng;CIeNET Tech.;1900-01-01;2100-01-01;1
Yassine Lamgarchal;eNovance;2013-07-03;2100-01-01;2
Yazz Atlas;HP;1900-01-01;2100-01-01;1
Yazz D. Atlas;HP;1900-01-01;2100-01-01;1
Yegor Minin;-Individual;1900-01-01;2100-01-01;1
Yejia Xu;UnitedStack;1900-01-01;2100-01-01;2
Ying Chun Guo;IBM;1900-01-01;2100-01-01;26
Ying Liu;Cisco Systems;1900-01-01;2100-01-01;24
Yogeshwar Srikrishnan;Rackspace;1900-01-01;2100-01-01;164
yolanda.robla;Canonical;1900-01-01;2100-01-01;5
Yosef Berman;Cloudscaling;1900-01-01;2100-01-01;6
Yoshiaki Tamura;Midokura;1900-01-01;2100-01-01;8
Yoshihiro Kaneko;-Individual;1900-01-01;2100-01-01;19
You Ji;Intel;1900-01-01;2100-01-01;2
You Yamagata;Bit-isle Inc.;1900-01-01;2100-01-01;4
Your Name;Canonical;2012-12-01;2100-01-01;54
Your Name;Sina;1900-01-01;2012-12-01;43
Yuan Zhou;Intel;1900-01-01;2100-01-01;7
yuanke wei;Comcast;1900-01-01;2100-01-01;2
Yufang Zhang;Qihoo 360 Tech.;1900-01-01;2100-01-01;20
yugsuo;Sina;1900-01-01;2013-08-15;4
Yuiko Takada;NEC;1900-01-01;2100-01-01;1
Yulia Portnova;Mirantis;2013-07-12;2100-01-01;3
Yun Mao;AT&T;1900-01-01;2100-01-01;84
Yun Shen;HP;1900-01-01;2100-01-01;2
Yunhong, Jiang;Intel;1900-01-01;2100-01-01;23
Yuriy Taraday;Mirantis;1900-01-01;2100-01-01;106
Yuriy Zveryanskyy;Mirantis;1900-01-01;2100-01-01;52
Yusuke Muraoka;NTT;1900-01-01;2100-01-01;1
yuxcer;Sina;1900-01-01;2100-01-01;1
YUZAWA Takahiko;NTT;1900-01-01;2100-01-01;1
Yuzlikeev Eduard;Mirantis;1900-01-01;2100-01-01;6
Yves-Gwenael Bourhis;Cloudwatt;1900-01-01;2100-01-01;2
ywang19;Intel;1900-01-01;2100-01-01;1
Zaina Afoulki;Rackspace;1900-01-01;2100-01-01;1
Zane Bitter;Red Hat;1900-01-01;2100-01-01;456
Zang MingJie;-Individual;1900-01-01;2100-01-01;2
Zap Chang;-Individual;1900-01-01;2100-01-01;1
zaro0508;HP;1900-01-01;2100-01-01;36
Zhang Chun;99cloud;1900-01-01;2100-01-01;2
Zhang Jinnan;99cloud;1900-01-01;2100-01-01;1
Zhang Xin;99cloud;1900-01-01;2100-01-01;1
zhang-hare;IBM;1900-01-01;2100-01-01;2
zhaoxinyu;Huawei;1900-01-01;2100-01-01;2
Zhengguang;-Individual;1900-01-01;2100-01-01;2
Zhesen;NTT;1900-01-01;2100-01-01;10
zhhuabj;IBM;1900-01-01;2100-01-01;17
Zhigang Wang;Oracle;1900-01-01;2100-01-01;1
Zhihao Yuan;Rackspace;2013-03-05;2100-01-01;92
ZhiQiang Fan;-Individual;1900-01-01;2100-01-01;43
Zhiteng Huang;Intel;1900-01-01;2100-01-01;52
zhiyanliu;IBM;1900-01-01;2100-01-01;36
Zhou ShaoYu;NetEase;2013-01-29;2100-01-01;2
Zhu Zhu;IBM;2013-09-19;2100-01-01;4
ZhuRongze;Sina;1900-01-01;2100-01-01;51
ziadsawalha;Rackspace;1900-01-01;2100-01-01;257
Łukasz Jernaś;Allegro Group;1900-01-01;2100-01-01;2
